C,SETP.WORLD,DVD_DISPATCHREGIONSUM,AEMO,PUBLIC,2025/02/20,09:44:00,001740008640062,MONTHLY_ARCHIVE,001740008640062
I,DISPATCH,REGIONSUM,8,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGEGATEDISPATCHERROR,AGGREGATEDISPATCHERROR,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,LORSURPLUS,LRCSURPLUS,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF,SEMISCHEDULE_CLEAREDMW,SEMISCHEDULE_COMPLIANCEMW,SS_SOLAR_UIGF,SS_WIND_UIGF,SS_SOLAR_CLEAREDMW,SS_WIND_CLEAREDMW,SS_SOLAR_COMPLIANCEMW,SS_WIND_COMPLIANCEMW,WDR_INITIALMW,WDR_AVAILABLE,WDR_DISPATCHED,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECLOCALDISPATCH,LOWER1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,BDU_ENERGY_STORAGE,BDU_MIN_AVAIL,BDU_MAX_AVAIL,BDU_CLEAREDMW_GEN,BDU_CLEAREDMW_LOAD
D,DISPATCH,REGIONSUM,8,"2025/01/04 06:55:00",1,QLD1,20250104035,0,5242.55,11737.73733,655,-14,6659.81,569,848.26,0,,,0,,,,,,,,6,,,,,,,,0,,,,,,,,63,,,,,,,,136.4,,,,,,,,182.11,,,,,,,-38.70453,"2025/01/04 06:50:09",5883.23841,5834.82,,0,,,,38,,,,,,,,,,,,,,,,,,,386,518,291,687.969219,159,161,151,105.72382,,,76.245,5911.065,2274.73733,2173.53652,63,1786.42549,488.31184,1685.22468,488.31184,63,0,0,1,0,1786.42549,488.31184,0,0,114,49,,410,419,0,324.00342
D,DISPATCH,REGIONSUM,8,"2025/01/04 06:55:00",1,TAS1,20250104035,0,906.21,1977.7952,0,1,448.66,0,-457.55,0,,,0,,,,,,,,25.22,,,,,,,,18.72,,,,,,,,0,,,,,,,,71.28,,,,,,,,71.28,,,,,,,6.92582,"2025/01/04 06:50:09",898.28198,906.21,,50,,,,50,,,,,,,,,,,,,,,,,,,186.458365,243.998422,186.937741,157.71956,18.72267,137.76069,115.941512,74.521372,,,139.25546,1045.46546,124.7952,124.7952,0,0,124.7952,0,124.7952,0,0,0,0,0,0,124.7952,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 06:55:00",1,VIC1,20250104035,0,3606.83,9690.86163,669,-20,4474.01,92,775.18,0,,,131,,,,,,,,208,,,,,,,,143.83,,,,,,,,68.84,,,,,,,,65,,,,,,,,65,,,,,,,-27.27275,"2025/01/04 06:50:09",3714.31925,3744.5,,149,,,,18,,,,,,,,,,,,,,,,,,,748.5,780.5,778.5,263.78125,300.3751,367.3751,321.3751,310.90615,,,81.865,3826.365,2008.86163,1725.63123,563.31709,722.65798,1286.20365,722.65798,1002.97325,365.72136,197.59573,0,0,0,722.65798,1286.20365,33,4,205.184896,129.314024,,669,105,0,92
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:00:00",1,NSW1,20250104036,0,5704.76,14041.89614,401,-21,5493.11,247,-458.64,0,,,62,,,,,,,,88.67,,,,,,,,62,,,,,,,,102.33,,,,,,,,55.33,,,,,,,,49.33,,,,,,,10.22936,"2025/01/04 06:55:09",6026.64642,5989.97,,0,,,,34,,,,,,,,,,,,,,,,,,,351.333333,371.333333,773.333333,215.293819,90.66789,90.66789,90.66789,61,,,93.08589,6083.05589,3131.07673,2671.44394,2141.99894,2783.9923,347.08443,2345.10651,326.33743,1943.89904,198.0999,0,0,0,2725.81171,347.08443,76.33,0,137.333333,93,,208,121,0,54
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:00:00",1,QLD1,20250104036,0,5221.39,11705.71181,655,-18,6616.26,543.3,851.57,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,38.69,,,,,,,,121,,,,,,,,82,,,,,,,0,"2025/01/04 06:55:09",5822.40066,5788.38,,0,,,,44,,,,,,,,,,,,,,,,,,,405,539,334,847.257929,159,161,151,127.20096,,,77.497,5865.877,2240.71181,2136.08481,63,1790.88758,449.82423,1686.26058,449.82423,63,0,0,1,0,1790.88758,449.82423,0,0,136,49,,410,419,0,298.29641
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:00:00",1,SA1,20250104036,0,1258.01,2565.15367,408,-10,919.22,119,-457.79,0,,,68,,,,,,,,108,,,,,,,,82.39,,,,,,,,49,,,,,,,,48,,,,,,,,72.94,,,,,,,2.47038,"2025/01/04 06:55:09",1354.88947,1389.98,,34,,,,32,,,,,,,,,,,,,,,,,,,225,234,181,233,208,211,211,259,,,0,1389.98,1005.15367,848.71704,107.77127,204.67318,800.48049,187.15718,661.55986,0,107.77127,0,0,0,204.67318,800.48049,36.42,0,197,196,,408,155,0,119
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:00:00",1,TAS1,20250104036,0,913.14,1978.98874,0,1,455.03,0,-458.11,0,,,0,,,,,,,,24.66,,,,,,,,15.95,,,,,,,,0,,,,,,,,73.83,,,,,,,,73.83,,,,,,,8.10488,"2025/01/04 06:55:09",904.03864,913.14,,50,,,,50,,,,,,,,,,,,,,,,,,,183.91755,239.15043,181.779117,150.320735,15.950872,110.3652,121.059965,81.420888,,,137.42793,1050.56793,125.98874,125.98874,0,0,125.98874,0,125.98874,0,0,0,0,0,0,125.98874,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:00:00",1,VIC1,20250104036,0,3595.98,9709.36808,669,-19,4338.06,100,642.08,0,,,142.31,,,,,,,,190.06,,,,,,,,152,,,,,,,,66,,,,,,,,106.94,,,,,,,,127,,,,,,,0,"2025/01/04 06:55:09",3737.62813,3740.2,,151.33,,,,60,,,,,,,,,,,,,,,,,,,709,738,737,226.53125,337.375,386.375,340.375,410.57625,,,82.381,3822.581,2032.36808,1657.68396,578.5854,758.86001,1273.50807,661.94259,995.74137,365.93334,212.65206,0,0,0,758.86001,1273.50807,35,54,203.018229,225.362805,,669,102,0,100
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:05:00",1,NSW1,20250104037,0,5668.01,14156.6002,594,-23,5409.29,341.5,-600.21,0,,,63,,,,,,,,72.68,,,,,,,,63,,,,,,,,74.33,,,,,,,,61.33,,,,,,,,51.33,,,,,,,1.34137,"2025/01/04 07:00:10",5974.71461,6045.39,,5.32,,,,57,,,,,,,,,,,,,,,,,,,258.333333,278.333333,548.333333,184.773029,72.67903,72.67903,72.67903,64.32097,,,94.2211,6139.6111,3255.62279,2637.86372,2143.12776,2919.95984,335.66295,2302.20077,335.66295,1921.09616,222.0316,0,0,0,2856.93725,335.66295,49.33,0,110.333333,92,,208,120,0,54
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:05:00",1,QLD1,20250104037,0,5170.61,11807.53345,900,-17,6631.03,633.67,826.75,0,,,15,,,,,,,,15,,,,,,,,15,,,,,,,,68,,,,,,,,80,,,,,,,,78,,,,,,,-33.62406,"2025/01/04 07:00:10",5785.05046,5826.73,,14.65,,,,26,,,,,,,,,,,,,,,,,,,414,546,319,848.965799,147.59895,147.59895,147.59895,83,,,81.558,5908.288,2364.32045,2217.73209,137,1911.9969,452.32355,1765.40854,452.32355,137,0,0,1,0,1900.2099,452.32355,0,0,136,54.35204,,410,418,0,312
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:05:00",1,SA1,20250104037,0,1268.95,2540.03768,408,-7,979.58,117,-406.37,0,,,62,,,,,,,,95,,,,,,,,59,,,,,,,,81,,,,,,,,113,,,,,,,,104,,,,,,,2.31132,"2025/01/04 07:00:10",1387.71848,1397.73,,42,,,,31,,,,,,,,,,,,,,,,,,,242,251,183,233,207,210,210,260,,,0,1397.73,982.03768,907.0783,61.05892,180.73217,801.30551,180.73217,726.34613,0,61.05892,0,0,0,180.73217,801.30551,47.72,0,214,193,,408,156,0,117
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:05:00",1,TAS1,20250104037,0,913.08,1970.95269,0,1,454.33,0,-458.75,0,,,0,,,,,,,,24.03,,,,,,,,15.41,,,,,,,,2,,,,,,,,71.29,,,,,,,,71.29,,,,,,,6.16699,"2025/01/04 07:00:10",905.91174,913.08,,50,,,,50,,,,,,,,,,,,,,,,,,,183.83871,220.82289,150.441938,136.82289,15.864865,98.952381,152.621819,112.982741,,,136.40422,1049.48422,117.95269,117.95269,0,0,117.95269,0,117.95269,0,0,0,0,0,0,117.95269,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:05:00",1,VIC1,20250104037,0,3531.31,9756.36882,669,-18,4319.08,37.37,750.4,0,,,133.09,,,,,,,,204.71,,,,,,,,158.86,,,,,,,,128.11,,,,,,,,176.15,,,,,,,,97.99,,,,,,,-27.64983,"2025/01/04 07:00:10",3706.10393,3610.38,,124,,,,56,,,,,,,,,,,,,,,,,,,634.87488,689.67488,690.67488,162.74988,326.864723,350.064723,328.864723,451.77634,,,81.48,3691.86,2095.36882,1747.44431,515.76504,803.40153,1291.96729,600.83432,1146.60999,291.17661,224.58843,0,0,0,803.40153,1291.96729,48.5,54,131.87488,221,,669,98,0,37.37488
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:10:00",1,NSW1,20250104038,0,5734.51,14151.10827,594,-18,5753.96,412,-392.55,0,,,75,,,,,,,,80.7,,,,,,,,75,,,,,,,,90,,,,,,,,77,,,,,,,,85.69,,,,,,,0,"2025/01/04 07:05:07",6132.44571,6185.24,,82.3,,,,14,,,,,,,,,,,,,,,,,,,362,316,586,176.788282,80.69942,80.69942,80.69942,83.30058,,,95.1553,6280.3953,3254.24786,3031.04682,2526.11217,2925.77291,328.47495,2702.57187,328.47495,2309.07817,217.034,0,0,0,2858.63332,328.47495,58,32.47,148,100.00055,,208,120,0,26
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:10:00",1,QLD1,20250104038,0,5189.47,11863.75951,900,-17,6735.32,688,857.86,0,,,92,,,,,,,,54,,,,,,,,58,,,,,,,,69,,,,,,,,129,,,,,,,,130,,,,,,,0,"2025/01/04 07:05:07",5809.91259,5901.08,,30,,,,89,,,,,,,,,,,,,,,,,,,394,522,319,723.961519,228.22229,228.22229,228.22229,92,,,83.201,5984.281,2514.26751,2375.10242,137,2093.63008,420.63743,1954.46499,420.63743,137,0,0,1,0,2079.12208,420.63743,0,0,136,81,,410,418,0,198
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:10:00",1,SA1,20250104038,0,1244.41,2585.22564,408,-7,950.51,37,-330.9,0,,,69.53,,,,,,,,114,,,,,,,,77,,,,,,,,77,,,,,,,,115,,,,,,,,107,,,,,,,9.75155,"2025/01/04 07:05:07",1352.20196,1291.46,,35.16,,,,42,,,,,,,,,,,,,,,,,,,246,255,192,166,265,268,268,326,,,0,1291.46,1025.22564,875.00815,82.35851,220.02572,805.19992,207.12572,667.88243,0,82.35851,0,0,0,220.02572,805.19992,40.14,0,218,251,,408,155,0,37
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:10:00",1,TAS1,20250104038,0,914.46,1972.3961,0,1,456.22,0,-458.24,0,,,0,,,,,,,,24.54,,,,,,,,0,,,,,,,,2,,,,,,,,68.56,,,,,,,,68.56,,,,,,,7.95491,"2025/01/04 07:05:07",905.5083,914.46,,50,,,,50,,,,,,,,,,,,,,,,,,,183.83871,220.37193,149.990978,123.81495,15.864865,98.952381,153.076047,113.436969,,,135.04686,1049.50686,119.3961,119.3961,0,0,119.3961,0,119.3961,0,0,0,0,0,0,119.3961,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:10:00",1,VIC1,20250104038,0,3555.8,9661.43171,669,-20,4025.59,35,434.8,0,,,38,,,,,,,,137.87,,,,,,,,96.21,,,,,,,,213.56,,,,,,,,208.58,,,,,,,,102,,,,,,,0,"2025/01/04 07:05:07",3629.90862,3629.37,,38,,,,25,,,,,,,,,,,,,,,,,,,648,724,725,140.6875,209.946815,213.946815,212.946815,241,,,79.747,3709.117,2001.43171,1536.24833,450.35896,842.45798,1158.97373,563.7225,972.52583,239.39468,210.96428,0,0,0,842.45798,1158.97373,33,4,136,117,,669,97,0,35
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:15:00",1,TAS1,20250104039,0,918.87,1970.04711,0,1,459.78,0,-459.09,0,,,0,,,,,,,,5.12,,,,,,,,0,,,,,,,,2,,,,,,,,69.84,,,,,,,,69.84,,,,,,,9.29116,"2025/01/04 07:10:10",908.57874,918.87,,50,,,,50,,,,,,,,,,,,,,,,,,,183.83871,214.3702,143.989248,130.3702,15.864865,98.952381,159.121267,119.463133,,,136.65068,1055.52068,117.04711,117.04711,0,0,117.04711,0,117.04711,0,0,0,0,0,0,117.04711,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:15:00",1,NSW1,20250104039,0,5729.11,14201.03367,594,-17,5684.02,412,-457.09,0,,,52,,,,,,,,62,,,,,,,,62,,,,,,,,90,,,,,,,,75,,,,,,,,65,,,,,,,7.38165,"2025/01/04 07:10:10",6194.93978,6180.25,,5.32,,,,20,,,,,,,,,,,,,,,,,,,291,311,581,177.117432,98.67903,98.67903,98.67903,101.32097,,,96.03038,6276.28038,3237.03626,3012.32153,2443.66595,2923.31425,313.72201,2698.59952,313.72201,2234.45805,209.2079,0,0,0,2923.31166,313.72201,58,0,143,118,,208,120,0,26
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:15:00",1,QLD1,20250104039,0,5130.5,11857.39368,900,-16,6656.19,636,889.69,0,,,132,,,,,,,,70,,,,,,,,49,,,,,,,,102,,,,,,,,217,,,,,,,,175,,,,,,,-35.22179,"2025/01/04 07:10:10",5871.29121,5790.52,,33,,,,59,,,,,,,,,,,,,,,,,,,414,552,319,580.962589,177,177,177,132,,,84.933,5875.453,2494.39368,2346.08068,17,2067.22227,427.17141,1918.90927,427.17141,17,0,0,1,0,2067.22227,427.17141,0,0,136,99,,410,418,0,146
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:15:00",1,SA1,20250104039,0,1250.19,2562.35997,408,-7,1006.4,37,-280.79,0,,,53,,,,,,,,80,,,,,,,,77,,,,,,,,77,,,,,,,,110.96,,,,,,,,75.39,,,,,,,1.02036,"2025/01/04 07:10:10",1294.67304,1296.61,,30,,,,52,,,,,,,,,,,,,,,,,,,237,246,182,165,265,268,268,326.389995,,,0,1296.61,1001.35997,928.89697,1,220.58727,780.7727,220.58727,708.3097,0,1,0,0,0,220.58727,780.7727,38.03,0,209,251,,408,154,0,37
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:15:00",1,VIC1,20250104039,0,3535.42,9709.22461,669,-17,3975.49,23,417.06,0,,,95,,,,,,,,190.8,,,,,,,,115.32,,,,,,,,161.11,,,,,,,,104,,,,,,,,84,,,,,,,-1.28566,"2025/01/04 07:10:10",3626.78045,3595.63,,117.99,,,,39,,,,,,,,,,,,,,,,,,,620,637,638,136.6875,311.806478,313.806478,313.806478,494,,,76.825,3672.455,2049.22461,1547.89471,486.66118,870.4582,1178.76641,596.2753,951.61941,261.48527,225.17591,0,0,0,870.4582,1178.76641,33,37.09,108,231,,669,97,0,23
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:20:00",1,NSW1,20250104040,0,5686.96,14339.76342,594,-18,5522.18,448,-612.78,0,,,26,,,,,,,,34.2,,,,,,,,26,,,,,,,,69,,,,,,,,59,,,,,,,,58,,,,,,,19.61983,"2025/01/04 07:15:07",6144.71589,6176.03,,3.32,,,,38,,,,,,,,,,,,,,,,,,,260,280,540,194.220872,72.67903,72.67903,72.67903,91.8027,,,95.49563,6271.52563,3373.76601,2862.18499,2261.94893,3063.24295,310.52306,2573.82793,288.35706,2081.42563,180.5233,0,0,0,3063.24036,310.52306,58,0,152,92,,208,126,0,62
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:20:00",1,QLD1,20250104040,0,5092.2,11926.60925,900,-16,6712.28,707,913.08,0,,,106,,,,,,,,70,,,,,,,,54,,,,,,,,64.41,,,,,,,,174,,,,,,,,102.13,,,,,,,-17.05148,"2025/01/04 07:15:07",5792.77414,5824.87,,18.79,,,,47,,,,,,,,,,,,,,,,,,,316,384,259,590.966868,208,208,208,87,,,86.628,5911.498,2545.60925,2423.29325,35,2124.38995,421.2193,2002.07395,421.2193,35,0,0,1,0,2124.38995,421.2193,0,0,136,98,,410,418,0,217
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:20:00",1,SA1,20250104040,0,1251.45,2642.30888,408,-5,1134.78,106,-222.68,0,,,47.5,,,,,,,,95,,,,,,,,65,,,,,,,,31,,,,,,,,60,,,,,,,,54,,,,,,,-1.27661,"2025/01/04 07:15:07",1306.03094,1366.51,,34,,,,62,,,,,,,,,,,,,,,,,,,247,255,191,248,239,242,242,271,,,0,1366.51,1078.30888,1055.27688,0,290.23245,788.07643,290.23245,765.04443,0,0,0,0,0,290.23245,788.07643,31.39,0,218,225,,408,154,0,106
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:20:00",1,TAS1,20250104040,0,919.89,1965.7733,0,1,461,0,-458.89,0,,,0,,,,,,,,23.88,,,,,,,,0,,,,,,,,0,,,,,,,,70.36,,,,,,,,70.36,,,,,,,8.33791,"2025/01/04 07:15:07",910.55493,919.89,,50,,,,50,,,,,,,,,,,,,,,,,,,183.83871,208.97304,138.592088,124.97304,15.864865,98.952381,164.557537,124.860293,,,135.69345,1055.58345,112.7733,112.7733,0,0,112.7733,0,112.7733,0,0,0,0,0,0,112.7733,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:20:00",1,VIC1,20250104040,0,3487.74,9685.9519,669,-16,4043.53,62.75,493.04,0,,,93,,,,,,,,183.59,,,,,,,,156.48,,,,,,,,108,,,,,,,,76,,,,,,,,108,,,,,,,-12.47514,"2025/01/04 07:15:07",3580.13751,3586.48,,130,,,,23,,,,,,,,,,,,,,,,,,,679.5,696.5,697.5,136.74628,322.595,325.595,325.595,460.25362,,,82.719,3669.199,2019.9519,1746.94031,592.29891,886.8335,1133.1184,733.10121,1013.8391,388.6118,203.68711,0,0,0,886.8335,1133.1184,35,36.14,135.5,220,,669,97,0,62.74628
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:25:00",1,NSW1,20250104041,0,5664.76,14288.36772,594,-19,5545.52,418,-537.25,0,,,36,,,,,,,,40.79,,,,,,,,36,,,,,,,,90,,,,,,,,59,,,,,,,,58,,,,,,,31.858,"2025/01/04 07:20:06",6133.1962,6133.93,,22.21,,,,18,,,,,,,,,,,,,,,,,,,365,319,589,190.773023,77.7912,77.7912,77.7912,118.2088,,,89.28685,6223.21685,3302.37031,2885.51747,2002.43884,3004.16835,298.20196,2587.31551,298.20196,1808.10684,194.332,0,0,0,3004.16576,298.20196,58,26,151,93,,208,146,0,32
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:25:00",1,QLD1,20250104041,0,5004.33,11953.03639,900,-18,6673.79,668,1001.46,0,,,40,,,,,,,,123,,,,,,,,51,,,,,,,,76.43,,,,,,,,214,,,,,,,,156.88,,,,,,,-25.0682,"2025/01/04 07:20:06",5785.48677,5703.69,,2,,,,59,,,,,,,,,,,,,,,,,,,394,522,319,618.530799,176,176,176,109,,,84.52,5788.21,2593.03639,2424.88239,45,2195.70137,397.33502,2027.54737,397.33502,45,0,0,1,0,2195.70137,397.33502,0,0,136,98,,410,418,0,178
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:25:00",1,SA1,20250104041,0,1196.68,2527.31613,408,-6,1043.32,81,-234.36,0,,,69.74,,,,,,,,127.06,,,,,,,,76,,,,,,,,80,,,,,,,,82,,,,,,,,38,,,,,,,-9.30592,"2025/01/04 07:20:06",1288.10074,1286.65,,33,,,,49,,,,,,,,,,,,,,,,,,,251,260,193,209,252,255,255,271.94479,,,0,1286.65,963.31613,963.31613,0,179.81617,783.49996,179.81617,783.49996,0,0,0,0,0,179.81617,783.49996,35.8,10.67,223,238,,408,154,0,81
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:25:00",1,TAS1,20250104041,0,916.14,1955.20383,0,1,456.15,0,-459.99,0,,,0,,,,,,,,22.79,,,,,,,,15.86,,,,,,,,2,,,,,,,,70.74,,,,,,,,70.74,,,,,,,9.21151,"2025/01/04 07:20:06",905.9256,916.14,,50,,,,50,,,,,,,,,,,,,,,,,,,183.83871,203.15552,132.774568,119.15552,15.864865,98.952381,170.417213,130.677813,,,136.94696,1053.08696,102.20383,102.20383,0,0,102.20383,0,102.20383,0,0,0,0,0,0,102.20383,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:25:00",1,VIC1,20250104041,0,3455.51,9554.82846,669,-16,3841.49,28.2,357.79,0,,,128.05,,,,,,,,94.05,,,,,,,,128.05,,,,,,,,137,,,,,,,,103.59,,,,,,,,97,,,,,,,-3.759,"2025/01/04 07:20:06",3556.19325,3519.86,,130,,,,44,,,,,,,,,,,,,,,,,,,645.19961,662.19961,663.19961,102.19961,207.051453,210.051453,210.051453,327.80039,,,83.387,3603.247,1888.82846,1585.64962,510.81472,855.15295,1033.67551,673.61411,912.03551,325.85327,184.96145,0,0,0,855.15295,1033.67551,35,4,101.19961,113,,669,97,0,28.19961
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:30:00",1,NSW1,20250104042,0,5586.72,14327.47643,592,-21,5713.05,412,-285.67,0,,,36,,,,,,,,36,,,,,,,,36,,,,,,,,90.94,,,,,,,,116,,,,,,,,104,,,,,,,0,"2025/01/04 07:25:09",6080.1084,6049.97,,26.32,,,,43,,,,,,,,,,,,,,,,,,,201,221,471,143.471342,73.67903,73.67903,73.67903,122.32042,,,95.77491,6145.74491,3325.47902,3053.04925,2421.12064,3023.05653,302.42249,2750.62676,302.42249,2229.12404,191.9966,0,0,0,3023.05394,302.42249,65,0,133,93,,206,162,0,26
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:30:00",1,QLD1,20250104042,0,4994.82,11939.39634,900,-18,6639.5,691,953.69,0,,,40,,,,,,,,77,,,,,,,,51,,,,,,,,62,,,,,,,,54,,,,,,,,52,,,,,,,-32.34629,"2025/01/04 07:25:09",5744.64918,5714.57,,4.42,,,,40,,,,,,,,,,,,,,,,,,,208,213,211,482,224,224,224,132,,,88.322,5802.892,2579.39634,2422.78008,38,2157.52153,421.87481,2000.90527,421.87481,38,0,0,1,0,2157.52153,421.87481,0,0,114,98,,410,418,0,201
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:30:00",1,SA1,20250104042,0,1181.16,2650.53552,408,-8,986.4,28,-222.76,0,,,65,,,,,,,,76.44,,,,,,,,63,,,,,,,,94,,,,,,,,120.93,,,,,,,,110,,,,,,,-0.66857,"2025/01/04 07:25:09",1289.89295,1218.18,,62,,,,13,,,,,,,,,,,,,,,,,,,256,264,195,139,252,254,254,349,,,0,1218.18,1088.03552,906.39658,53.09006,308.89508,779.14044,284.39508,622.0015,0,53.09006,0,0,0,308.39508,779.14044,49.32,0,227,238,,408,153,0,28
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:30:00",1,TAS1,20250104042,0,916.43,1951.25339,0,1,458.91,0,-457.52,0,,,0,,,,,,,,25.25,,,,,,,,0,,,,,,,,2,,,,,,,,98.35,,,,,,,,130.76,,,,,,,10.30124,"2025/01/04 07:25:09",905.12891,916.43,,50,,,,50,,,,,,,,,,,,,,,,,,,183.83871,196.34641,125.965458,100,15.864865,98.952381,177.275665,137.486923,,,134.75439,1051.18439,98.25339,98.25339,0,0,98.25339,0,98.25339,0,0,0,0,0,0,98.25339,0,0,1,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:30:00",1,VIC1,20250104042,0,3437.41,9664.40371,669,-17,3629.36,52,139.94,0,,,130.05,,,,,,,,189.69,,,,,,,,150.51,,,,,,,,218,,,,,,,,221,,,,,,,,104,,,,,,,0,"2025/01/04 07:25:09",3537.77311,3528.06,,92,,,,74,,,,,,,,,,,,,,,,,,,589,606,607,126,325.692227,328.692227,328.692227,468,,,82.648,3610.708,1998.40371,1453.98132,475.10732,921.35918,1077.04453,632.49269,821.48863,280.59698,194.51034,0,0,0,921.35918,1077.04453,5,36.17,45,221,,669,97,0,52
D,DISPATCH,REGIONSUM,8,"2025/01/04 07:35:00",1,NSW1,20250104043,0,5566.55,14291.89337,594,-22,5542.03,412,-436.52,0,,,53,,,,,,,,63,,,,,,,,63,,,,,,,,89,,,,,,,,76,,,,,,,,57,,,,,,,47.09277,"2025/01/04 07:30:08",5994.9512,6025.42,,28,,,,35,,,,,,,,,,,,,,,,,,,281,301,571,210.773023,78,78,78,101.32097,,,77.51809,6102.93809,3371.31096,2932.02894,2193.95002,3070.77128,300.53968,2638.29085,293.73809,2007.8511,186.09892,0,0,0,2982.35369,300.53968,57,0,133,92,,208,178,0,26
